"id";"tipo_local"
"cpf_153";"urbano"
"cpf_154";"urbano"
"cpf_155";"urbano"
"cpf_156";"rural"
"cpf_157";"urbano"
"cpf_158";"urbano"
"cpf_159";"urbano"
"cpf_160";"rural"
"cpf_161";"rural"
"cpf_162";"urbano"
"cpf_163";"rural"
"cpf_164";"urbano"
"cpf_165";"urbano"
"cpf_166";"urbano"
"cpf_167";"urbano"
"cpf_168";"urbano"
"cpf_169";"urbano"
"cpf_170";"urbano"
"cpf_171";"urbano"
"cpf_172";"urbano"
"cpf_173";"urbano"
"cpf_174";"rural"
"cpf_175";"urbano"
"cpf_176";"rural"
"cpf_177";"urbano"
"cpf_178";"urbano"
"cpf_179";"urbano"
"cpf_180";"urbano"
"cpf_181";"urbano"
"cpf_182";"urbano"
"cpf_183";"urbano"
"cpf_184";"urbano"
"cpf_185";"rural"
"cpf_186";"urbano"
"cpf_187";"rural"
"cpf_188";"urbano"
"cpf_189";"urbano"
"cpf_190";"urbano"
"cpf_191";"urbano"
"cpf_192";"urbano"
"cpf_193";"urbano"
"cpf_194";"urbano"
"cpf_195";"urbano"
"cpf_196";"urbano"
"cpf_197";"urbano"
"cpf_198";"rural"
"cpf_199";"urbano"
"cpf_200";"urbano"
"cpf_201";"urbano"
"cpf_202";"urbano"
"cpf_203";"urbano"
"cpf_204";"urbano"
"cpf_205";"rural"
"cpf_206";"urbano"
"cpf_207";"urbano"
"cpf_208";"urbano"
"cpf_209";"rural"
"cpf_210";"urbano"
"cpf_211";"urbano"
"cpf_212";"urbano"
"cpf_213";"urbano"
"cpf_214";"urbano"
"cpf_215";"urbano"
"cpf_216";"urbano"
"cpf_217";"urbano"
"cpf_218";"urbano"
"cpf_219";"rural"
"cpf_220";"rural"
"cpf_221";"urbano"
"cpf_222";"urbano"
"cpf_223";"urbano"
"cpf_224";"urbano"
"cpf_225";"urbano"
"cpf_226";"urbano"
"cpf_227";"urbano"
"cpf_228";"rural"
"cpf_229";"urbano"
"cpf_230";"urbano"
"cpf_231";"urbano"
"cpf_232";"urbano"
"cpf_233";"urbano"
"cpf_234";"rural"
"cpf_235";"urbano"
"cpf_236";"urbano"
"cpf_237";"urbano"
"cpf_238";"urbano"
"cpf_239";"urbano"
"cpf_240";"rural"
"cpf_241";"urbano"
"cpf_242";"urbano"
"cpf_243";"rural"
"cpf_244";"rural"
"cpf_245";"urbano"
"cpf_246";"urbano"
"cpf_247";"urbano"
"cpf_248";"rural"
"cpf_249";"urbano"
"cpf_250";"rural"
"cpf_251";"rural"
"cpf_252";"rural"
"cpf_253";"rural"
"cpf_254";"urbano"
"cpf_255";"urbano"
"cpf_256";"urbano"
"cpf_257";"urbano"
"cpf_258";"urbano"
"cpf_259";"urbano"
"cpf_260";"urbano"
"cpf_261";"rural"
"cpf_262";"urbano"
"cpf_263";"urbano"
"cpf_264";"urbano"
"cpf_265";"urbano"
"cpf_266";"urbano"
"cpf_267";"rural"
"cpf_268";"rural"
"cpf_269";"urbano"
"cpf_270";"urbano"
"cpf_271";"urbano"
"cpf_272";"urbano"
"cpf_273";"urbano"
"cpf_274";"urbano"
"cpf_275";"urbano"
"cpf_276";"rural"
"cpf_277";"rural"
"cpf_278";"urbano"
"cpf_279";"urbano"
"cpf_280";"urbano"
"cpf_281";"urbano"
"cpf_282";"urbano"
"cpf_283";"urbano"
"cpf_284";"urbano"
"cpf_285";"urbano"
"cpf_286";"rural"
"cpf_287";"urbano"
"cpf_288";"urbano"
"cpf_289";"urbano"
"cpf_290";"urbano"
"cpf_291";"urbano"
"cpf_292";"urbano"
"cpf_293";"urbano"
"cpf_294";"urbano"
"cpf_295";"urbano"
"cpf_296";"urbano"
"cpf_297";"urbano"
"cpf_298";"urbano"
"cpf_299";"urbano"
"cpf_300";"urbano"
"cpf_301";"urbano"
"cpf_302";"urbano"
"cpf_303";"urbano"
"cpf_304";"urbano"
"cpf_305";"urbano"
"cpf_306";"urbano"
"cpf_307";"urbano"
"cpf_308";"urbano"
"cpf_309";"urbano"
"cpf_310";"urbano"
"cpf_311";"rural"
"cpf_312";"rural"
"cpf_313";"urbano"
"cpf_314";"urbano"
"cpf_315";"urbano"
"cpf_316";"urbano"
"cpf_317";"urbano"
"cpf_318";"rural"
"cpf_319";"urbano"
"cpf_320";"urbano"
"cpf_321";"urbano"
"cpf_322";"rural"
"cpf_323";"urbano"
"cpf_324";"urbano"
"cpf_325";"urbano"
"cpf_326";"urbano"
"cpf_327";"urbano"
"cpf_328";"rural"
"cpf_329";"rural"
"cpf_330";"urbano"
"cpf_331";"urbano"
"cpf_332";"urbano"
"cpf_333";"urbano"
"cpf_334";"rural"
"cpf_335";"urbano"
"cpf_336";"rural"
"cpf_337";"urbano"
"cpf_338";"urbano"
"cpf_339";"rural"
"cpf_340";"rural"
"cpf_341";"urbano"
"cpf_342";"urbano"
"cpf_343";"urbano"
"cpf_344";"urbano"
"cpf_345";"rural"
"cpf_346";"rural"
"cpf_347";"urbano"
"cpf_348";"urbano"
"cpf_349";"rural"
"cpf_350";"urbano"
"cpf_351";"urbano"
"cpf_352";"urbano"
"cpf_353";"urbano"
"cpf_354";"rural"
"cpf_355";"rural"
"cpf_356";"rural"
"cpf_357";"urbano"
"cpf_358";"urbano"
"cpf_359";"urbano"
"cpf_360";"rural"
"cpf_361";"urbano"
"cpf_362";"rural"
"cpf_363";"urbano"
"cpf_364";"urbano"
"cpf_365";"rural"
"cpf_366";"urbano"
"cpf_367";"urbano"
"cpf_368";"rural"
"cpf_369";"urbano"
"cpf_370";"urbano"
"cpf_371";"urbano"
"cpf_372";"urbano"
"cpf_373";"urbano"
"cpf_374";"urbano"
"cpf_375";"urbano"
"cpf_376";"urbano"
"cpf_377";"urbano"
"cpf_378";"urbano"
"cpf_379";"urbano"
"cpf_380";"rural"
"cpf_381";"rural"
"cpf_382";"urbano"
"cpf_383";"urbano"
"cpf_384";"urbano"
"cpf_385";"urbano"
"cpf_386";"urbano"
"cpf_387";"urbano"
"cpf_388";"urbano"
"cpf_389";"urbano"
"cpf_390";"rural"
"cpf_391";"rural"
"cpf_392";"rural"
"cpf_393";"rural"
"cpf_394";"urbano"
"cpf_395";"rural"
"cpf_396";"urbano"
"cpf_397";"urbano"
"cpf_398";"urbano"
"cpf_399";"rural"
"cpf_400";"urbano"
"cpf_401";"urbano"
"cpf_402";"urbano"
"cpf_403";"rural"
"cpf_404";"urbano"
"cpf_405";"urbano"
"cpf_406";"urbano"
"cpf_407";"urbano"
"cpf_408";"urbano"
"cpf_409";"urbano"
"cpf_410";"urbano"
"cpf_411";"urbano"
"cpf_412";"urbano"
"cpf_413";"urbano"
"cpf_414";"urbano"
"cpf_415";"rural"
"cpf_416";"urbano"
"cpf_417";"urbano"
"cpf_418";"urbano"
"cpf_419";"urbano"
"cpf_420";"urbano"
"cpf_421";"urbano"
"cpf_422";"urbano"
"cpf_423";"rural"
"cpf_424";"urbano"
"cpf_425";"urbano"
"cpf_426";"urbano"
"cpf_427";"urbano"
"cpf_428";"urbano"
"cpf_429";"urbano"
"cpf_430";"urbano"
"cpf_431";"rural"
"cpf_432";"urbano"
"cpf_433";"urbano"
"cpf_434";"urbano"
"cpf_435";"urbano"
"cpf_436";"urbano"
"cpf_437";"urbano"
"cpf_438";"urbano"
"cpf_439";"urbano"
"cpf_440";"urbano"
"cpf_441";"urbano"
"cpf_442";"urbano"
"cpf_443";"urbano"
"cpf_444";"urbano"
"cpf_445";"rural"
"cpf_446";"urbano"
"cpf_447";"urbano"
"cpf_448";"urbano"
"cpf_449";"urbano"
"cpf_450";"urbano"
"cpf_451";"urbano"
"cpf_452";"urbano"
"cpf_453";"urbano"
"cpf_454";"urbano"
"cpf_455";"urbano"
"cpf_456";"rural"
"cpf_457";"urbano"
"cpf_458";"urbano"
"cpf_459";"urbano"
"cpf_460";"urbano"
"cpf_461";"urbano"
"cpf_462";"urbano"
"cpf_463";"urbano"
"cpf_464";"urbano"
"cpf_465";"rural"
"cpf_466";"urbano"
"cpf_467";"urbano"
"cpf_468";"urbano"
"cpf_469";"urbano"
"cpf_470";"urbano"
"cpf_471";"urbano"
"cpf_472";"urbano"
"cpf_473";"urbano"
"cpf_474";"urbano"
"cpf_475";"urbano"
"cpf_476";"urbano"
"cpf_477";"urbano"
"cpf_478";"urbano"
"cpf_479";"urbano"
"cpf_480";"urbano"
"cpf_481";"urbano"
"cpf_482";"urbano"
"cpf_483";"urbano"
"cpf_484";"urbano"
"cpf_485";"rural"
"cpf_486";"rural"
"cpf_487";"urbano"
"cpf_488";"rural"
"cpf_489";"rural"
"cpf_490";"rural"
"cpf_491";"urbano"
"cpf_492";"urbano"
"cpf_493";"urbano"
"cpf_494";"rural"
"cpf_495";"urbano"
"cpf_496";"urbano"
"cpf_497";"urbano"
"cpf_498";"urbano"
"cpf_499";"urbano"
"cpf_500";"urbano"
"cpf_501";"urbano"
"cpf_502";"urbano"
"cpf_503";"urbano"
"cpf_504";"rural"
"cpf_505";"rural"
"cpf_506";"urbano"
"cpf_507";"urbano"
"cpf_508";"urbano"
"cpf_509";"urbano"
"cpf_510";"urbano"
"cpf_511";"urbano"
"cpf_512";"urbano"
"cpf_513";"urbano"
"cpf_514";"urbano"
"cpf_515";"urbano"
"cpf_516";"urbano"
"cpf_517";"urbano"
"cpf_518";"urbano"
"cpf_519";"urbano"
"cpf_520";"urbano"
"cpf_521";"urbano"
"cpf_522";"rural"
"cpf_523";"urbano"
"cpf_524";"urbano"
"cpf_525";"rural"
"cpf_526";"urbano"
"cpf_527";"urbano"
"cpf_528";"urbano"
"cpf_529";"rural"
"cpf_530";"urbano"
"cpf_531";"urbano"
"cpf_532";"urbano"
"cpf_533";"rural"
"cpf_534";"urbano"
"cpf_535";"rural"
"cpf_536";"urbano"
"cpf_537";"urbano"
"cpf_538";"urbano"
"cpf_539";"urbano"
"cpf_540";"urbano"
"cpf_541";"urbano"
"cpf_542";"urbano"
"cpf_543";"urbano"
"cpf_544";"urbano"
"cpf_545";"urbano"
"cpf_546";"urbano"
"cpf_547";"urbano"
"cpf_548";"rural"
"cpf_549";"urbano"
"cpf_550";"urbano"
"cpf_551";"urbano"
"cpf_552";"rural"
"cpf_553";"urbano"
"cpf_554";"urbano"
"cpf_555";"urbano"
"cpf_556";"urbano"
"cpf_557";"urbano"
"cpf_558";"urbano"
"cpf_559";"rural"
"cpf_560";"urbano"
"cpf_561";"urbano"
"cpf_562";"urbano"
"cpf_563";"urbano"
"cpf_564";"urbano"
"cpf_565";"urbano"
"cpf_566";"urbano"
"cpf_567";"urbano"
"cpf_568";"rural"
"cpf_569";"rural"
"cpf_570";"rural"
"cpf_571";"urbano"
"cpf_572";"urbano"
"cpf_573";"urbano"
"cpf_574";"urbano"
"cpf_575";"urbano"
"cpf_576";"urbano"
"cpf_577";"urbano"
"cpf_578";"rural"
"cpf_579";"urbano"
"cpf_580";"urbano"
"cpf_581";"urbano"
"cpf_582";"urbano"
"cpf_583";"urbano"
"cpf_584";"urbano"
"cpf_585";"rural"
"cpf_586";"urbano"
"cpf_587";"urbano"
"cpf_588";"urbano"
"cpf_589";"urbano"
"cpf_590";"urbano"
"cpf_591";"urbano"
"cpf_592";"urbano"
"cpf_593";"urbano"
"cpf_594";"urbano"
"cpf_595";"urbano"
"cpf_596";"urbano"
"cpf_597";"urbano"
"cpf_598";"rural"
"cpf_599";"urbano"
"cpf_600";"urbano"
"cpf_601";"urbano"
"cpf_602";"urbano"
"cpf_603";"urbano"
"cpf_604";"urbano"
"cpf_605";"urbano"
"cpf_606";"urbano"
"cpf_607";"urbano"
"cpf_608";"urbano"
"cpf_609";"urbano"
"cpf_610";"urbano"
"cpf_611";"urbano"
"cpf_612";"urbano"
"cpf_613";"urbano"
"cpf_614";"urbano"
"cpf_615";"urbano"
"cpf_616";"urbano"
"cpf_617";"urbano"
"cpf_618";"urbano"
"cpf_619";"urbano"
"cpf_620";"urbano"
"cpf_621";"urbano"
"cpf_622";"rural"
"cpf_623";"urbano"
"cpf_624";"urbano"
"cpf_625";"rural"
"cpf_626";"urbano"
"cpf_627";"urbano"
"cpf_628";"urbano"
"cpf_629";"urbano"
"cpf_630";"urbano"
"cpf_631";"rural"
"cpf_632";"urbano"
"cpf_633";"rural"
"cpf_634";"rural"
"cpf_635";"rural"
"cpf_636";"urbano"
"cpf_637";"urbano"
"cpf_638";"rural"
"cpf_639";"urbano"
"cpf_640";"urbano"
"cpf_641";"urbano"
"cpf_642";"urbano"
"cpf_643";"urbano"
"cpf_644";"urbano"
"cpf_645";"rural"
"cpf_646";"urbano"
"cpf_647";"urbano"
"cpf_648";"rural"
"cpf_649";"urbano"
"cpf_650";"urbano"
"cpf_651";"urbano"
"cpf_652";"urbano"
"cpf_653";"rural"
"cpf_654";"urbano"
"cpf_655";"urbano"
"cpf_656";"urbano"
"cpf_657";"rural"
"cpf_658";"urbano"
"cpf_659";"urbano"
"cpf_660";"urbano"
"cpf_661";"urbano"
"cpf_662";"rural"
"cpf_663";"urbano"
"cpf_664";"urbano"
"cpf_665";"urbano"
"cpf_666";"rural"
"cpf_667";"urbano"
"cpf_668";"urbano"
"cpf_669";"urbano"
"cpf_670";"urbano"
"cpf_671";"rural"
"cpf_672";"rural"
"cpf_673";"urbano"
"cpf_674";"urbano"
"cpf_675";"urbano"
"cpf_676";"urbano"
"cpf_677";"rural"
"cpf_678";"urbano"
"cpf_679";"urbano"
"cpf_680";"urbano"
"cpf_681";"urbano"
"cpf_682";"urbano"
"cpf_683";"urbano"
"cpf_684";"urbano"
"cpf_685";"urbano"
"cpf_686";"urbano"
"cpf_687";"rural"
"cpf_688";"urbano"
"cpf_689";"urbano"
"cpf_690";"urbano"
"cpf_691";"urbano"
"cpf_692";"urbano"
"cpf_693";"urbano"
"cpf_694";"urbano"
"cpf_695";"urbano"
"cpf_696";"rural"
"cpf_697";"urbano"
"cpf_698";"urbano"
"cpf_699";"rural"
"cpf_700";"urbano"
"cpf_701";"urbano"
"cpf_702";"urbano"
"cpf_703";"urbano"
"cpf_704";"urbano"
"cpf_705";"urbano"
"cpf_706";"rural"
"cpf_707";"urbano"
"cpf_708";"urbano"
"cpf_709";"urbano"
"cpf_710";"urbano"
"cpf_711";"rural"
"cpf_712";"urbano"
"cpf_713";"urbano"
"cpf_714";"urbano"
"cpf_715";"urbano"
"cpf_716";"urbano"
"cpf_717";"urbano"
"cpf_718";"urbano"
"cpf_719";"urbano"
"cpf_720";"urbano"
"cpf_721";"urbano"
"cpf_722";"rural"
"cpf_723";"urbano"
"cpf_724";"urbano"
"cpf_725";"urbano"
"cpf_726";"urbano"
"cpf_727";"urbano"
"cpf_728";"urbano"
"cpf_729";"urbano"
"cpf_730";"urbano"
"cpf_731";"urbano"
"cpf_732";"urbano"
"cpf_733";"urbano"
"cpf_734";"rural"
"cpf_735";"urbano"
"cpf_736";"urbano"
"cpf_737";"rural"
"cpf_738";"urbano"
"cpf_739";"urbano"
"cpf_740";"urbano"
"cpf_741";"urbano"
"cpf_742";"urbano"
"cpf_743";"rural"
"cpf_744";"urbano"
"cpf_745";"urbano"
"cpf_746";"rural"
"cpf_747";"urbano"
"cpf_748";"urbano"
"cpf_749";"urbano"
"cpf_750";"urbano"
"cpf_751";"urbano"
"cpf_752";"urbano"
"cpf_753";"urbano"
"cpf_754";"urbano"
"cpf_755";"urbano"
"cpf_756";"urbano"
"cpf_757";"urbano"
"cpf_758";"urbano"
"cpf_759";"urbano"
"cpf_760";"urbano"
"cpf_761";"urbano"
"cpf_762";"urbano"
"cpf_763";"rural"
"cpf_764";"urbano"
"cpf_765";"rural"
"cpf_766";"urbano"
"cpf_767";"urbano"
"cpf_768";"urbano"
"cpf_769";"rural"
"cpf_770";"urbano"
"cpf_771";"rural"
"cpf_772";"urbano"
"cpf_773";"urbano"
"cpf_774";"urbano"
"cpf_775";"urbano"
"cpf_776";"urbano"
"cpf_777";"urbano"
"cpf_778";"urbano"
"cpf_779";"urbano"
"cpf_780";"urbano"
"cpf_781";"urbano"
"cpf_782";"urbano"
"cpf_783";"urbano"
"cpf_784";"urbano"
"cpf_785";"rural"
"cpf_786";"rural"
"cpf_787";"urbano"
"cpf_788";"urbano"
"cpf_789";"rural"
"cpf_790";"urbano"
"cpf_791";"urbano"
"cpf_792";"rural"
"cpf_793";"urbano"
"cpf_794";"urbano"
"cpf_795";"rural"
"cpf_796";"rural"
"cpf_797";"urbano"
"cpf_798";"urbano"
"cpf_799";"urbano"
"cpf_800";"rural"
"cpf_801";"urbano"
"cpf_802";"urbano"
"cpf_803";"urbano"
"cpf_804";"rural"
"cpf_805";"urbano"
"cpf_806";"urbano"
"cpf_807";"urbano"
"cpf_808";"urbano"
"cpf_809";"urbano"
"cpf_810";"rural"
"cpf_811";"urbano"
"cpf_812";"urbano"
"cpf_813";"urbano"
"cpf_814";"urbano"
"cpf_815";"urbano"
"cpf_816";"urbano"
"cpf_817";"urbano"
"cpf_818";"urbano"
"cpf_819";"rural"
"cpf_820";"rural"
"cpf_821";"urbano"
"cpf_822";"urbano"
"cpf_823";"rural"
"cpf_824";"rural"
"cpf_825";"urbano"
"cpf_826";"urbano"
"cpf_827";"urbano"
"cpf_828";"urbano"
"cpf_829";"urbano"
"cpf_830";"rural"
"cpf_831";"rural"
"cpf_832";"urbano"
"cpf_833";"urbano"
"cpf_834";"urbano"
"cpf_835";"urbano"
"cpf_836";"rural"
"cpf_837";"urbano"
"cpf_838";"urbano"
"cpf_839";"urbano"
"cpf_840";"urbano"
"cpf_841";"urbano"
"cpf_842";"rural"
"cpf_843";"urbano"
"cpf_844";"rural"
"cpf_845";"urbano"
"cpf_846";"urbano"
"cpf_847";"rural"
"cpf_848";"urbano"
"cpf_849";"rural"
"cpf_850";"urbano"
"cpf_851";"urbano"
"cpf_852";"rural"
"cpf_853";"urbano"
"cpf_854";"urbano"
"cpf_855";"urbano"
"cpf_856";"urbano"
"cpf_857";"urbano"
"cpf_858";"rural"
"cpf_859";"urbano"
"cpf_860";"urbano"
"cpf_861";"urbano"
"cpf_862";"urbano"
"cpf_863";"urbano"
"cpf_864";"rural"
"cpf_865";"urbano"
"cpf_866";"urbano"
"cpf_867";"urbano"
"cpf_868";"urbano"
"cpf_869";"urbano"
"cpf_870";"urbano"
"cpf_871";"urbano"
"cpf_872";"urbano"
"cpf_873";"urbano"
"cpf_874";"urbano"
"cpf_875";"urbano"
"cpf_876";"urbano"
"cpf_877";"urbano"
"cpf_878";"urbano"
"cpf_879";"urbano"
"cpf_880";"urbano"
"cpf_881";"rural"
"cpf_882";"urbano"
"cpf_883";"urbano"
"cpf_884";"urbano"
"cpf_885";"rural"
"cpf_886";"urbano"
"cpf_887";"urbano"
"cpf_888";"rural"
"cpf_889";"urbano"
"cpf_890";"urbano"
"cpf_891";"rural"
"cpf_892";"urbano"
"cpf_893";"rural"
"cpf_894";"urbano"
"cpf_895";"urbano"
"cpf_896";"urbano"
"cpf_897";"urbano"
"cpf_898";"urbano"
"cpf_899";"urbano"
"cpf_900";"urbano"
"cpf_901";"urbano"
"cpf_902";"urbano"
"cpf_903";"urbano"
"cpf_904";"rural"
"cpf_905";"urbano"
"cpf_906";"urbano"
"cpf_907";"urbano"
"cpf_908";"urbano"
"cpf_909";"urbano"
"cpf_910";"urbano"
"cpf_911";"rural"
"cpf_912";"urbano"
"cpf_913";"urbano"
"cpf_914";"urbano"
"cpf_915";"urbano"
"cpf_916";"urbano"
"cpf_917";"rural"
"cpf_918";"urbano"
"cpf_919";"urbano"
"cpf_920";"urbano"
"cpf_921";"rural"
"cpf_922";"urbano"
"cpf_923";"urbano"
"cpf_924";"urbano"
"cpf_925";"urbano"
"cpf_926";"urbano"
"cpf_927";"urbano"
"cpf_928";"urbano"
"cpf_929";"urbano"
"cpf_930";"urbano"
"cpf_931";"urbano"
"cpf_932";"urbano"
"cpf_933";"urbano"
"cpf_934";"urbano"
"cpf_935";"rural"
"cpf_936";"urbano"
"cpf_937";"urbano"
"cpf_938";"urbano"
"cpf_939";"urbano"
"cpf_940";"urbano"
"cpf_941";"urbano"
"cpf_942";"urbano"
"cpf_943";"urbano"
"cpf_944";"rural"
"cpf_945";"urbano"
"cpf_946";"urbano"
"cpf_947";"rural"
"cpf_948";"urbano"
"cpf_949";"rural"
"cpf_950";"urbano"
"cpf_951";"rural"
"cpf_952";"urbano"
"cpf_953";"urbano"
"cpf_954";"urbano"
"cpf_955";"urbano"
"cpf_956";"urbano"
"cpf_957";"urbano"
"cpf_958";"urbano"
"cpf_959";"urbano"
"cpf_960";"rural"
"cpf_961";"urbano"
"cpf_962";"urbano"
"cpf_963";"rural"
"cpf_964";"urbano"
"cpf_965";"urbano"
"cpf_966";"urbano"
"cpf_967";"rural"
"cpf_968";"urbano"
"cpf_969";"urbano"
"cpf_970";"rural"
"cpf_971";"urbano"
"cpf_972";"rural"
"cpf_973";"urbano"
"cpf_974";"urbano"
"cpf_975";"urbano"
"cpf_976";"urbano"
"cpf_977";"rural"
"cpf_978";"urbano"
"cpf_979";"rural"
"cpf_980";"urbano"
"cpf_981";"urbano"
"cpf_982";"rural"
"cpf_983";"urbano"
"cpf_984";"urbano"
"cpf_985";"urbano"
"cpf_986";"urbano"
"cpf_987";"urbano"
"cpf_988";"urbano"
"cpf_989";"urbano"
"cpf_990";"urbano"
"cpf_991";"urbano"
"cpf_992";"rural"
"cpf_993";"urbano"
"cpf_994";"rural"
"cpf_995";"rural"
"cpf_996";"urbano"
"cpf_997";"urbano"
"cpf_998";"urbano"
"cpf_999";"urbano"
"cpf_1000";"urbano"
"cpf_1001";"rural"
"cpf_1002";"urbano"
"cpf_1003";"urbano"
"cpf_1004";"rural"
"cpf_1005";"urbano"
"cpf_1006";"urbano"
"cpf_1007";"urbano"
"cpf_1008";"urbano"
"cpf_1009";"urbano"
"cpf_1010";"urbano"
"cpf_1011";"rural"
"cpf_1012";"urbano"
"cpf_1013";"urbano"
"cpf_1014";"urbano"
"cpf_1015";"urbano"
"cpf_1016";"rural"
"cpf_1017";"urbano"
"cpf_1018";"urbano"
"cpf_1019";"urbano"
"cpf_1020";"urbano"
"cpf_1021";"urbano"
"cpf_1022";"urbano"
"cpf_1023";"urbano"
"cpf_1024";"urbano"
"cpf_1025";"urbano"
"cpf_1026";"urbano"
"cpf_1027";"urbano"
"cpf_1028";"urbano"
"cpf_1029";"urbano"
"cpf_1030";"urbano"
"cpf_1031";"urbano"
"cpf_1032";"urbano"
"cpf_1033";"urbano"
"cpf_1034";"urbano"
"cpf_1035";"urbano"
"cpf_1036";"urbano"
"cpf_1037";"urbano"
"cpf_1038";"urbano"
"cpf_1039";"urbano"
"cpf_1040";"rural"
"cpf_1041";"rural"
"cpf_1042";"urbano"
"cpf_1043";"urbano"
"cpf_1044";"urbano"
"cpf_1045";"urbano"
"cpf_1046";"urbano"
"cpf_1047";"urbano"
"cpf_1048";"urbano"
"cpf_1049";"urbano"
"cpf_1050";"urbano"
"cpf_1051";"rural"
"cpf_1052";"urbano"
"cpf_1053";"urbano"
"cpf_1054";"urbano"
"cpf_1055";"urbano"
"cpf_1056";"urbano"
"cpf_1057";"rural"
"cpf_1058";"urbano"
"cpf_1059";"rural"
"cpf_1060";"rural"
"cpf_1061";"urbano"
"cpf_1062";"urbano"
"cpf_1063";"urbano"
"cpf_1064";"urbano"
"cpf_1065";"rural"
"cpf_1066";"urbano"
"cpf_1067";"urbano"
"cpf_1068";"urbano"
"cpf_1069";"urbano"
"cpf_1070";"urbano"
"cpf_1071";"urbano"
"cpf_1072";"urbano"
"cpf_1073";"rural"
"cpf_1074";"urbano"
"cpf_1075";"urbano"
"cpf_1076";"urbano"
"cpf_1077";"urbano"
"cpf_1078";"rural"
"cpf_1079";"urbano"
"cpf_1080";"rural"
"cpf_1081";"urbano"
"cpf_1082";"rural"
"cpf_1083";"urbano"
"cpf_1084";"urbano"
